age,gender,education_level,marital_status,monthly_income,existing_credit_limit,credit_score_raw,credit_approved,recommended_limit
58,Male,Bachelor,Single,52166.85,22400.0,58.0,1,25800.0
55,Male,Bachelor,Married,38404.6,84100.0,72.0,1,107100.0
33,Male,High School,Married,20779.85,12900.0,45.0,1,14200.0
46,Male,Master,Married,55960.62,77700.0,78.0,1,101000.0
43,Male,High School,Married,67394.48,95600.0,65.0,1,118100.0
51,Male,High School,Married,35298.92,59600.0,57.0,1,55400.0
25,Male,High School,Single,62572.0,102100.0,59.0,1,117400.0
43,Female,High School,Married,382738.39,706300.0,77.0,1,918200.0
47,Male,Bachelor,Married,281533.56,610100.0,92.0,1,784900.0
18,Female,High School,Single,89225.11,33800.0,53.0,1,38900.0
22,Female,High School,Married,13542.46,0.0,29.0,0,0.0
18,Male,Master,Married,48296.13,0.0,57.0,1,72400.0
33,Female,High School,Single,16899.61,34600.0,53.0,1,36100.0
43,Male,Bachelor,Single,40936.82,83700.0,70.0,1,108800.0
52,Male,High School,Married,124955.23,90000.0,66.0,1,112500.0
36,Male,High School,Married,53329.45,40500.0,60.0,1,50600.0
53,Male,High School,Married,78220.8,36900.0,53.0,1,42400.0
20,Male,Bachelor,Married,28230.36,0.0,46.0,1,42300.0
18,Male,Bachelor,Married,19236.85,26900.0,56.0,1,30900.0
35,Female,High School,Married,237710.73,274600.0,77.0,1,357000.0
40,Female,High School,Married,34817.63,0.0,40.0,1,52200.0
35,Male,Master,Married,42416.57,70700.0,70.0,1,91900.0
18,Male,Master,Married,54207.77,78600.0,74.0,1,102200.0
35,Male,Bachelor,Married,81931.25,47200.0,76.0,1,61400.0
21,Male,Bachelor,Single,28104.88,28300.0,61.0,1,35400.0
43,Female,Bachelor,Single,74729.92,177100.0,78.0,1,230200.0
40,Male,High School,Married,27605.39,49200.0,57.0,1,48400.0
25,Male,Bachelor,Divorced,50155.62,120000.0,72.0,1,156000.0
30,Female,Bachelor,Married,37272.54,48600.0,67.0,1,60800.0
24,Female,Bachelor,Married,71769.97,24700.0,59.0,1,28400.0
35,Male,High School,Married,14817.8,30300.0,55.0,1,26000.0
46,Female,Bachelor,Single,93301.42,47400.0,74.0,1,61600.0
25,Male,Bachelor,Married,66387.57,157600.0,76.0,1,204900.0
41,Male,Master,Married,103383.59,100700.0,79.0,1,130900.0
30,Male,Bachelor,Married,61176.22,107000.0,75.0,1,139100.0
27,Male,Master,Married,35482.55,76700.0,71.0,1,99700.0
34,Female,Master,Single,87270.86,114100.0,82.0,1,159700.0
24,Male,High School,Married,68009.04,84800.0,61.0,1,106000.0
29,Male,High School,Married,26480.01,0.0,36.0,0,0.0
22,Male,Bachelor,Single,87580.18,166600.0,75.0,1,216600.0
57,Male,Master,Married,22595.93,23600.0,67.0,1,29500.0
36,Female,High School,Married,73926.91,124300.0,65.0,1,129600.0
28,Male,Bachelor,Married,113615.29,95700.0,72.0,1,124400.0
38,Male,High School,Single,39422.73,75900.0,55.0,1,84300.0
34,Male,High School,Married,59905.04,109800.0,65.0,1,105000.0
33,Male,Bachelor,Widowed,15144.96,4800.0,45.0,1,5300.0
42,Male,Bachelor,Married,39719.58,0.0,50.0,1,59600.0
44,Male,Bachelor,Married,85401.84,41000.0,69.0,1,51200.0
30,Male,Master,Married,26198.73,9900.0,58.0,1,11400.0
29,Male,High School,Single,58333.16,25200.0,47.0,1,27700.0
32,Male,High School,Divorced,45194.61,0.0,44.0,1,67800.0
18,Female,Master,Single,20278.86,40300.0,57.0,1,46300.0
19,Female,Bachelor,Widowed,21365.54,0.0,36.0,1,18800.0
51,Female,High School,Single,13353.35,7100.0,43.0,0,7100.0
54,Female,Bachelor,Single,264602.12,109700.0,73.0,1,142600.0
33,Male,Master,Married,64303.04,34000.0,73.0,1,44200.0
42,Female,Bachelor,Married,126877.67,142300.0,81.0,1,199200.0
39,Male,Bachelor,Married,62679.39,60700.0,70.0,1,78900.0
69,Male,High School,Widowed,32945.12,0.0,34.0,0,0.0
48,Male,High School,Married,51920.26,87000.0,65.0,1,81400.0
34,Male,Master,Single,47595.6,106100.0,81.0,1,148500.0
25,Female,Bachelor,Married,38641.11,92200.0,68.0,1,79200.0
18,Male,High School,Married,41471.02,0.0,36.0,0,0.0
38,Male,Bachelor,Married,81458.68,0.0,64.0,1,122200.0
27,Male,Bachelor,Single,73198.19,34500.0,57.0,1,39700.0
20,Male,High School,Married,44282.66,43200.0,48.0,1,47500.0
28,Male,Bachelor,Married,90138.88,0.0,60.0,1,135200.0
24,Male,High School,Married,59379.4,52600.0,56.0,1,60500.0
54,Male,High School,Married,58950.73,0.0,48.0,1,88400.0
45,Female,Bachelor,Single,60735.28,69900.0,73.0,1,90900.0
35,Male,High School,Married,40399.76,0.0,40.0,0,0.0
52,Male,High School,Single,121634.69,296900.0,74.0,1,372200.0
36,Female,Master,Married,34122.92,82800.0,75.0,1,107600.0
26,Female,Bachelor,Married,36120.62,0.0,46.0,1,54200.0
52,Male,Bachelor,Married,166084.49,119000.0,82.0,1,166600.0
41,Male,High School,Single,36164.82,55800.0,55.0,1,64200.0
24,Female,High School,Divorced,124317.58,0.0,46.0,1,186500.0
33,Male,Bachelor,Married,37979.07,12400.0,55.0,1,14300.0
26,Male,High School,Single,68199.1,28600.0,47.0,1,31500.0
20,Male,Bachelor,Married,34153.25,60800.0,63.0,1,70000.0
46,Female,High School,Married,60081.86,45800.0,60.0,1,57200.0
57,Female,Bachelor,Married,22036.97,32700.0,64.0,1,38400.0
20,Female,High School,Divorced,122026.23,110800.0,58.0,1,127400.0
42,Male,High School,Married,28962.51,42100.0,57.0,1,48400.0
28,Male,PhD,Married,49515.26,0.0,59.0,1,74300.0
30,Male,PhD,Married,12383.63,22500.0,65.0,1,27700.0
29,Female,High School,Married,395795.82,0.0,56.0,1,593700.0
26,Female,Bachelor,Married,115183.53,0.0,60.0,1,172800.0
36,Male,Bachelor,Married,33917.63,12800.0,55.0,1,14700.0
26,Female,High School,Divorced,139439.94,94200.0,58.0,1,108300.0
38,Male,High School,Married,140402.71,0.0,54.0,1,210600.0
35,Male,High School,Married,47129.77,44400.0,60.0,1,55500.0
33,Female,Bachelor,Married,39743.63,74900.0,67.0,1,77400.0
26,Male,Bachelor,Married,77865.53,29200.0,59.0,1,33600.0
29,Male,Master,Married,44475.42,40200.0,61.0,1,50200.0
44,Male,Bachelor,Married,26247.9,57300.0,72.0,1,74500.0
41,Female,Master,Single,139841.22,165600.0,82.0,1,231800.0
25,Female,Master,Married,40488.1,30200.0,61.0,1,37800.0
37,Female,Bachelor,Married,101191.14,145800.0,81.0,1,204100.0
44,Female,High School,Married,161061.37,178100.0,77.0,1,231500.0
18,Male,High School,Married,114296.7,0.0,50.0,1,171400.0
41,Male,Bachelor,Single,57638.07,124900.0,78.0,1,162400.0
28,Female,Bachelor,Married,87551.8,190300.0,82.0,1,266400.0
42,Female,High School,Widowed,118248.58,144300.0,68.0,1,180400.0
27,Female,Master,Married,17010.85,27700.0,59.0,1,31900.0
18,Female,PhD,Married,64804.18,0.0,59.0,1,97200.0
18,Female,Bachelor,Divorced,48517.17,0.0,50.0,1,72800.0
36,Male,Bachelor,Married,43861.1,45300.0,67.0,1,56600.0
38,Male,Master,Married,54617.64,0.0,61.0,1,81900.0
26,Female,High School,Married,28156.97,0.0,36.0,0,0.0
43,Female,High School,Married,123952.19,52300.0,59.0,1,60100.0
18,Female,Master,Single,67434.12,31100.0,60.0,1,38900.0
35,Male,Bachelor,Married,51492.86,112000.0,80.0,1,156800.0
22,Male,High School,Single,73347.15,119200.0,59.0,1,137100.0
28,Female,Master,Married,33838.16,12200.0,54.0,1,14000.0
36,Female,High School,Married,58635.46,0.0,48.0,1,88000.0
26,Female,Bachelor,Divorced,76169.33,40700.0,62.0,1,50900.0
31,Male,Bachelor,Single,16168.96,34700.0,63.0,1,38400.0
47,Female,High School,Married,41335.77,56300.0,57.0,1,64700.0
29,Male,High School,Married,166986.43,157100.0,68.0,1,196400.0
45,Female,Master,Married,89104.8,147800.0,84.0,1,206900.0
23,Male,High School,Divorced,48030.11,0.0,40.0,0,0.0
41,Male,High School,Single,31319.11,46500.0,55.0,1,53500.0
51,Female,Bachelor,Married,67568.35,93100.0,75.0,1,121000.0
18,Male,High School,Single,55521.44,46000.0,54.0,1,52900.0
27,Male,Master,Married,43206.81,76400.0,66.0,1,95500.0
42,Male,High School,Single,24026.95,0.0,38.0,0,0.0
33,Female,Bachelor,Married,15142.07,32900.0,65.0,1,29500.0
40,Male,High School,Single,53333.58,25800.0,51.0,1,29700.0
29,Male,Bachelor,Married,75696.25,0.0,54.0,1,113500.0
36,Female,Bachelor,Single,38214.82,48300.0,65.0,1,60400.0
34,Female,High School,Married,42067.82,41500.0,52.0,1,47700.0
48,Male,PhD,Married,63403.68,150000.0,85.0,1,203300.0
38,Male,High School,Single,39827.54,29500.0,50.0,1,33900.0
39,Female,Bachelor,Single,34640.35,0.0,48.0,1,52000.0
31,Male,PhD,Single,81552.19,107700.0,84.0,1,150800.0
30,Female,Bachelor,Single,48842.05,0.0,56.0,1,73300.0
31,Male,Bachelor,Single,65855.14,32700.0,61.0,1,40900.0
40,Female,High School,Married,51775.23,118600.0,70.0,1,145200.0
31,Female,High School,Married,80566.0,182600.0,76.0,1,225900.0
39,Female,High School,Married,103740.42,174700.0,71.0,1,227100.0
58,Male,PhD,Single,90725.43,0.0,64.0,1,136100.0
45,Female,PhD,Single,86828.57,146000.0,84.0,1,204400.0
32,Male,High School,Married,66806.92,161800.0,70.0,1,187400.0
49,Female,High School,Married,396742.0,890100.0,82.0,1,995500.0
31,Male,High School,Single,15435.97,10300.0,43.0,1,11300.0
18,Female,High School,Married,35588.23,74600.0,58.0,1,65700.0
24,Male,High School,Single,156975.78,322600.0,76.0,1,419400.0
18,Female,Bachelor,Single,115271.85,267200.0,80.0,1,374100.0
32,Male,Master,Married,101957.08,0.0,67.0,1,152900.0
36,Male,Bachelor,Single,149501.66,0.0,62.0,1,224300.0
54,Male,Bachelor,Divorced,33745.8,50700.0,63.0,1,63400.0
39,Male,Bachelor,Married,164412.1,244000.0,87.0,1,341600.0
33,Male,Bachelor,Married,23036.58,24600.0,67.0,1,30800.0
45,Male,Bachelor,Married,139029.31,0.0,64.0,1,208500.0
18,Female,High School,Single,53359.02,65700.0,59.0,1,75600.0
38,Male,High School,Married,36198.3,39400.0,57.0,1,45300.0
44,Female,Bachelor,Married,79219.79,191100.0,80.0,1,246800.0
19,Male,Master,Divorced,28049.23,37000.0,62.0,1,46200.0
48,Female,Bachelor,Single,33081.14,67600.0,70.0,1,87900.0
39,Male,Master,Married,31664.7,19200.0,65.0,1,24000.0
31,Female,High School,Married,19058.45,0.0,33.0,0,0.0
42,Female,Bachelor,Married,71994.05,127900.0,75.0,1,166300.0
60,Male,Master,Married,50431.83,71800.0,75.0,1,93300.0
38,Female,Bachelor,Married,394884.58,237900.0,82.0,1,333100.0
38,Male,Master,Widowed,42983.76,24300.0,62.0,1,30400.0
30,Male,Bachelor,Single,142084.8,254000.0,79.0,1,330200.0
26,Male,High School,Single,351044.92,766300.0,76.0,1,996200.0
45,Male,High School,Married,10239.65,15800.0,50.0,1,16100.0
26,Male,Bachelor,Married,12417.9,0.0,39.0,1,10200.0
36,Female,Master,Single,39660.85,57300.0,68.0,1,71600.0
30,Male,High School,Single,99556.92,64200.0,64.0,1,80200.0
41,Female,Bachelor,Single,93845.4,0.0,62.0,1,140800.0
39,Male,Bachelor,Married,36161.47,76800.0,72.0,1,99800.0
47,Male,High School,Married,22787.56,49300.0,62.0,1,35700.0
30,Female,High School,Married,106480.25,208400.0,71.0,1,270900.0
33,Female,High School,Married,48599.19,97100.0,65.0,1,85200.0
25,Female,High School,Married,16411.26,12600.0,41.0,0,12600.0
31,Female,High School,Married,150924.08,81400.0,72.0,1,105800.0
40,Female,High School,Married,220328.02,143700.0,72.0,1,186800.0
44,Female,High School,Married,15625.09,26600.0,50.0,1,27400.0
25,Male,Bachelor,Single,22463.93,26400.0,61.0,1,33000.0
45,Male,Bachelor,Divorced,113819.43,38100.0,65.0,1,47600.0
50,Male,Bachelor,Married,53082.2,0.0,58.0,1,79600.0
40,Male,Bachelor,Married,216512.16,174600.0,82.0,1,244400.0
56,Male,Master,Divorced,110251.8,0.0,60.0,1,165400.0
27,Female,Master,Married,40522.91,46400.0,66.0,1,58000.0
22,Male,Master,Married,87738.78,67400.0,75.0,1,87600.0
18,Female,High School,Married,76772.35,85400.0,61.0,1,106800.0
52,Female,Master,Married,10867.07,25700.0,68.0,1,20500.0
43,Male,Bachelor,Married,17537.97,29200.0,60.0,1,34200.0
35,Male,High School,Married,78035.19,134300.0,65.0,1,136800.0
39,Male,High School,Married,24555.88,55100.0,62.0,1,43000.0
23,Female,Bachelor,Single,58244.52,32000.0,64.0,1,40000.0
62,Female,High School,Single,31852.77,16600.0,47.0,1,18300.0
37,Male,High School,Divorced,58982.58,128700.0,66.0,1,113500.0
37,Female,Bachelor,Married,33921.32,0.0,50.0,1,50900.0
43,Male,Bachelor,Single,101782.82,0.0,62.0,1,152700.0
41,Female,Master,Married,32229.24,24500.0,65.0,1,30600.0
38,Female,Bachelor,Single,155995.22,209800.0,85.0,1,293700.0
27,Male,Bachelor,Single,32601.46,37400.0,61.0,1,46800.0
41,Male,High School,Widowed,54469.57,28700.0,57.0,1,33000.0
56,Male,Bachelor,Divorced,40448.59,71900.0,60.0,1,77400.0
50,Male,High School,Single,125495.6,0.0,52.0,1,188200.0
53,Female,Master,Married,128258.32,66500.0,79.0,1,86400.0
30,Male,High School,Married,122186.12,132800.0,71.0,1,172600.0
25,Female,Bachelor,Married,58037.92,21000.0,59.0,1,24100.0
34,Male,High School,Married,35844.8,0.0,40.0,0,0.0
36,Female,Bachelor,Single,53451.33,46700.0,68.0,1,58400.0
48,Female,Master,Single,349230.53,732600.0,93.0,1,1098900.0
18,Female,High School,Married,66676.48,130300.0,61.0,1,123000.0
52,Male,Bachelor,Married,374389.25,797200.0,92.0,1,1043800.0
34,Male,Bachelor,Married,43594.49,20800.0,55.0,1,23900.0
31,Female,Master,Single,124467.57,73800.0,77.0,1,95900.0
24,Male,Bachelor,Single,52147.04,50500.0,64.0,1,63100.0
18,Male,High School,Married,135473.41,262500.0,67.0,1,249900.0
45,Male,High School,Married,57170.33,20300.0,53.0,1,23300.0
36,Female,Bachelor,Single,64193.53,40300.0,68.0,1,50400.0
21,Female,High School,Married,61984.93,86500.0,61.0,1,108100.0
21,Female,High School,Married,130542.49,0.0,50.0,1,195800.0
32,Male,High School,Single,33467.01,17700.0,50.0,1,20400.0
54,Male,Bachelor,Single,318034.36,318400.0,85.0,1,445800.0
33,Female,PhD,Single,10045.77,8300.0,58.0,1,9500.0
19,Male,Master,Divorced,13077.04,0.0,38.0,0,0.0
33,Male,Bachelor,Married,52661.44,0.0,58.0,1,79000.0
33,Female,Master,Married,153940.2,119800.0,85.0,1,167700.0
18,Male,High School,Married,41143.53,69000.0,53.0,1,75900.0
35,Male,Bachelor,Married,77659.04,173800.0,80.0,1,242000.0
33,Male,High School,Single,88859.87,86200.0,64.0,1,107800.0
43,Male,Bachelor,Married,23776.69,9700.0,55.0,1,11200.0
56,Male,PhD,Married,32689.35,0.0,52.0,1,49000.0
48,Female,Master,Single,20792.44,39000.0,61.0,1,47700.0
33,Male,Bachelor,Single,59358.98,80000.0,73.0,1,104000.0
23,Male,Bachelor,Married,81104.27,100700.0,77.0,1,130900.0
64,Female,Master,Married,34920.04,67800.0,67.0,1,58000.0
36,Female,High School,Single,395282.47,480800.0,75.0,1,625000.0
36,Male,Bachelor,Married,123391.98,0.0,64.0,1,185100.0
35,Female,High School,Divorced,63772.53,144000.0,66.0,1,122700.0
38,Female,Master,Single,52371.29,44900.0,71.0,1,58400.0
34,Male,High School,Married,25671.72,42100.0,57.0,1,45000.0
29,Male,High School,Married,83745.1,0.0,50.0,1,125600.0
29,Male,Bachelor,Single,269604.93,385300.0,81.0,1,539400.0
35,Female,High School,Married,145841.9,122800.0,66.0,1,153500.0
30,Male,High School,Married,19027.03,36700.0,50.0,1,33300.0
28,Male,Bachelor,Married,15258.92,12800.0,51.0,1,14700.0
37,Female,Master,Single,389832.48,922200.0,93.0,1,1383300.0
33,Male,High School,Married,43577.99,0.0,40.0,1,65400.0
52,Female,Master,Married,75605.32,0.0,61.0,1,113400.0
18,Female,Bachelor,Single,21942.49,0.0,37.0,0,0.0
48,Male,Bachelor,Single,90238.36,0.0,62.0,1,135400.0
49,Female,Bachelor,Divorced,10111.03,14900.0,56.0,1,17100.0
18,Male,High School,Married,48039.07,20200.0,49.0,1,22200.0
32,Male,High School,Married,21322.24,10500.0,38.0,1,11600.0
31,Male,High School,Single,35911.19,39000.0,55.0,1,44800.0
20,Female,High School,Married,86747.51,94800.0,67.0,1,118500.0
27,Female,High School,Single,11525.18,9000.0,39.0,1,9900.0
23,Male,High School,Single,22735.51,0.0,34.0,0,0.0
55,Male,Bachelor,Widowed,16519.39,22200.0,57.0,1,25500.0
46,Male,Bachelor,Single,12102.63,27700.0,63.0,1,25700.0
49,Female,Master,Married,369163.45,155500.0,78.0,1,202200.0
43,Female,High School,Married,63918.42,68100.0,65.0,1,85100.0
23,Female,High School,Married,159341.11,173800.0,73.0,1,225900.0
30,Female,Bachelor,Married,33878.09,13000.0,55.0,1,14900.0
41,Female,High School,Married,16344.05,28200.0,50.0,1,28600.0
22,Male,Bachelor,Married,75683.03,46400.0,66.0,1,58000.0
43,Male,Bachelor,Single,14025.42,14900.0,58.0,1,17100.0
33,Female,Bachelor,Single,87698.13,215600.0,84.0,1,301800.0
31,Male,High School,Married,14804.92,0.0,33.0,0,0.0
43,Male,High School,Married,62911.91,55100.0,60.0,1,68900.0
40,Female,High School,Single,153668.0,0.0,58.0,1,230500.0
32,Female,High School,Single,319975.41,476300.0,75.0,1,619200.0
48,Male,High School,Married,89810.17,0.0,54.0,1,134700.0
24,Female,Bachelor,Married,83260.39,157900.0,77.0,1,205300.0
42,Female,High School,Married,13415.09,20800.0,50.0,1,23500.0
42,Male,Bachelor,Single,49569.87,66400.0,73.0,1,86300.0
32,Male,High School,Married,203457.98,0.0,60.0,1,305200.0
39,Male,High School,Married,30317.0,23600.0,52.0,1,27100.0
22,Male,High School,Single,66473.37,145500.0,64.0,1,149600.0
46,Female,High School,Single,73670.58,140000.0,63.0,1,140900.0
33,Male,High School,Married,83597.67,62100.0,66.0,1,77600.0
30,Male,High School,Divorced,89529.32,63300.0,62.0,1,79100.0
47,Male,High School,Single,31400.47,49300.0,55.0,1,56700.0
28,Male,High School,Single,69551.12,0.0,42.0,0,0.0
20,Male,Bachelor,Single,17208.97,23400.0,54.0,1,26900.0
18,Female,Master,Married,70135.28,73100.0,74.0,1,95000.0
42,Male,High School,Widowed,11083.76,24100.0,52.0,1,20800.0
21,Female,High School,Married,100353.66,0.0,50.0,1,150500.0
55,Female,Bachelor,Married,169987.99,290400.0,87.0,1,406600.0
18,Male,Bachelor,Married,75401.28,76800.0,71.0,1,99800.0
54,Female,PhD,Single,18145.13,14100.0,58.0,1,16200.0
38,Female,High School,Married,163330.36,0.0,60.0,1,245000.0
34,Male,High School,Married,97572.75,232100.0,76.0,1,273600.0
30,Male,Bachelor,Single,63696.6,102500.0,73.0,1,133200.0
40,Female,Bachelor,Single,234268.37,0.0,68.0,1,351400.0
35,Female,High School,Married,17929.68,43400.0,55.0,1,31400.0
48,Male,Bachelor,Married,54672.07,116700.0,80.0,1,152400.0
37,Male,High School,Married,76145.62,170900.0,70.0,1,213500.0
37,Male,High School,Single,14654.81,19000.0,48.0,1,20900.0
32,Male,Bachelor,Single,64773.25,147200.0,78.0,1,191400.0
35,Male,High School,Single,81810.58,71200.0,64.0,1,89000.0
39,Male,Bachelor,Single,30007.84,61900.0,70.0,1,80500.0
18,Male,Bachelor,Married,56546.96,93200.0,71.0,1,121200.0
21,Male,Master,Single,20203.18,48400.0,62.0,1,54500.0
44,Male,High School,Married,75842.96,0.0,48.0,1,113800.0
37,Male,High School,Married,63175.3,36100.0,60.0,1,45100.0
33,Male,High School,Married,15982.73,0.0,33.0,0,0.0
36,Male,Bachelor,Married,60653.61,149800.0,80.0,1,189000.0
39,Female,Bachelor,Single,34677.81,21500.0,60.0,1,26900.0
30,Female,High School,Married,51241.31,26800.0,60.0,1,33500.0
27,Male,Bachelor,Married,42434.17,52900.0,63.0,1,66100.0
38,Male,Bachelor,Married,34743.1,65500.0,67.0,1,67700.0
25,Male,High School,Single,30861.19,49800.0,51.0,1,57300.0
40,Male,Bachelor,Married,141443.43,335000.0,86.0,1,440700.0
18,Male,High School,Married,25707.43,53500.0,58.0,1,47400.0
47,Male,Bachelor,Married,10941.67,17100.0,60.0,1,19100.0
41,Female,Bachelor,Married,16577.51,18100.0,60.0,1,22600.0
38,Male,High School,Single,10845.96,23200.0,53.0,1,23200.0
46,Male,Bachelor,Married,17930.43,0.0,43.0,1,26900.0
54,Female,Bachelor,Married,40405.56,89900.0,72.0,1,112700.0
47,Female,High School,Divorced,44732.45,72500.0,53.0,1,77000.0
18,Male,Bachelor,Single,39692.61,73700.0,61.0,1,92100.0
21,Male,High School,Married,21689.5,8700.0,34.0,0,8700.0
29,Male,Bachelor,Divorced,10266.19,25400.0,57.0,1,23100.0
36,Male,Master,Single,70148.14,137500.0,76.0,1,178800.0
41,Male,Bachelor,Married,52413.15,82800.0,75.0,1,107600.0
28,Male,High School,Single,56031.09,82400.0,59.0,1,94800.0
38,Male,High School,Single,78054.09,0.0,46.0,0,0.0
27,Female,High School,Married,27815.0,11200.0,41.0,0,11200.0
29,Female,Bachelor,Married,53091.52,58500.0,71.0,1,76000.0
20,Male,Bachelor,Single,123466.07,0.0,58.0,1,185200.0
25,Male,High School,Married,48746.46,33400.0,56.0,1,38400.0
21,Male,Master,Single,11757.93,12100.0,57.0,1,13900.0
25,Male,High School,Single,51590.27,91800.0,59.0,1,105600.0
47,Male,Bachelor,Married,55172.54,129500.0,80.0,1,153800.0
25,Female,Bachelor,Married,84181.57,208100.0,82.0,1,276100.0
64,Female,Bachelor,Single,58285.65,113800.0,70.0,1,147900.0
41,Female,Bachelor,Married,57324.06,51100.0,70.0,1,66400.0
38,Female,High School,Married,11511.86,0.0,33.0,0,0.0
26,Female,Master,Single,45724.73,44600.0,67.0,1,55800.0
43,Female,Bachelor,Married,104434.1,224000.0,86.0,1,313600.0
29,Female,Bachelor,Single,77533.71,0.0,52.0,1,116300.0
37,Male,Bachelor,Married,21638.16,9500.0,48.0,1,10400.0
64,Male,High School,Married,78471.63,108900.0,62.0,1,108600.0
34,Female,Bachelor,Divorced,166790.49,285500.0,83.0,1,399700.0
48,Female,Bachelor,Single,160807.11,53800.0,73.0,1,69900.0
28,Male,Bachelor,Married,28809.2,0.0,46.0,1,43200.0
35,Male,Bachelor,Married,77905.36,184700.0,80.0,1,242800.0
55,Male,Master,Married,78776.42,31800.0,66.0,1,39800.0
29,Female,High School,Married,56635.37,38300.0,56.0,1,44000.0
55,Male,Bachelor,Married,86429.41,45600.0,76.0,1,59300.0
43,Female,High School,Widowed,44952.79,50000.0,54.0,1,57500.0
